"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000259598.1",0.892769093019843,-1.51793199877682,1.35317561447184,-1.12175536016387,0.261966471113611,0.427679185250018,"ENSG00000259598","Not-Significant","RP11-275I4.1","antisense"
"ENSG00000199879.1",0.650003127163941,-1.61964490742867,1.44402916880531,-1.12161509089782,0.262026132420189,NA,"ENSG00000199879","Not-Significant","RNU1-120P","snRNA"
"ENSG00000266306.1",1.43398430060168,-1.12264266219384,1.00106974433254,-1.12144300489508,0.262099339293398,0.427876163838786,"ENSG00000266306","Not-Significant","CTD-2008P7.6","unprocessed_pseudogene"
"ENSG00000284825.1",3.12997031890216,-0.910217975123296,0.811764178956057,-1.12128374067189,0.262167104260008,0.427943941889729,"ENSG00000284825","Not-Significant",NA,NA
"ENSG00000260417.1",4.517206160496,-0.972953916636313,0.867732243384261,-1.12126053175306,0.26217698037962,0.427943941889729,"ENSG00000260417","Not-Significant","CTD-2542L18.1","lincRNA"
"ENSG00000260874.5",7.90903021325415,0.489042825293972,0.436226111945823,1.12107645989497,0.262255317805091,0.428051016040129,"ENSG00000260874","Not-Significant","RP11-715J22.4","lincRNA"
"ENSG00000263624.1",5.65486039580266,-0.710807455631633,0.634076317348376,-1.12101246519368,0.262282556500606,0.428055590767165,"ENSG00000263624","Not-Significant","RP11-45M22.3","antisense"
"ENSG00000219604.1",0.759787624866427,1.26985918757233,1.13279767524574,1.12099381497835,0.262290495143331,NA,"ENSG00000219604","Not-Significant","RP11-132M7.2","processed_pseudogene"
"ENSG00000253396.1",0.797377130888812,-1.6206146503198,1.44617063695989,-1.12062477891726,0.262447613011218,NA,"ENSG00000253396","Not-Significant","RP11-15G16.1","lincRNA"
"ENSG00000277127.1",0.638220853094794,-2.40341790695664,2.14514649640771,-1.12039802921685,0.262544184399744,NA,"ENSG00000277127","Not-Significant","Metazoa_SRP","misc_RNA"
"ENSG00000274525.1",5.03727741360765,0.597019834590094,0.532892339773291,1.12033855627214,0.262569517645384,0.428424136117084,"ENSG00000274525","Not-Significant","CTC-338M12.13","unprocessed_pseudogene"
"ENSG00000213058.3",71.3427693262272,1.10267960482334,0.984291445875672,1.1202775452776,0.262595507796666,0.428446589468458,"ENSG00000213058","Not-Significant","RP4-765C7.2","processed_pseudogene"
"ENSG00000200742.1",4.70511707206485,0.693950619404599,0.619513213799853,1.12015466974171,0.262647857094458,0.428512045883596,"ENSG00000200742","Not-Significant","Y_RNA","misc_RNA"
"ENSG00000266111.2",2.80261264660573,-0.91757851865521,0.819283611469691,-1.11997665498177,0.262723710421747,0.428575927486423,"ENSG00000266111","Not-Significant","RP11-296K13.4","lincRNA"
"ENSG00000275097.1",1.28817427317924,1.15246847223324,1.02913185563933,1.11984530059784,0.262779691135828,0.428607377976896,"ENSG00000275097","Not-Significant","RP11-627K11.6","3prime_overlapping_ncRNA"
"ENSG00000267570.1",1.61925571939178,1.16056122061125,1.03653343509218,1.11965632879758,0.262860241731381,0.428718801222427,"ENSG00000267570","Not-Significant","STK25P1","processed_pseudogene"
"ENSG00000274591.1",0.961824914840792,-1.93372793761905,1.72734314244087,-1.1194810632047,0.26293496519236,0.428800749686465,"ENSG00000274591","Not-Significant","RP11-474P2.5","sense_intronic"
"ENSG00000258823.1",0.479771369921201,1.39915770263546,1.24984430688035,1.11946559658123,0.262941560000915,NA,"ENSG00000258823","Not-Significant","CTD-2555K7.3","unprocessed_pseudogene"
"ENSG00000232811.1",65.9272645189235,-0.304886454793074,0.272383085619496,-1.11932961659368,0.262999545378679,0.42884410389661,"ENSG00000232811","Not-Significant","RP11-96K19.2","antisense"
"ENSG00000240012.1",0.830418547469978,-2.42593913524415,2.16735776987361,-1.11930719005641,0.263009109481122,0.42884410389661,"ENSG00000240012","Not-Significant","SLC9A9-AS1","antisense"
"ENSG00000237705.1",4.59363771370895,-1.00683279680182,0.899691622853474,-1.11908655279965,0.263103216046107,0.428935373391129,"ENSG00000237705","Not-Significant","AC008937.2","antisense"
"ENSG00000227433.1",0.569803727615698,-1.82995913914817,1.63550209507824,-1.11889745947444,0.26318388693439,NA,"ENSG00000227433","Not-Significant","AC069213.4","processed_pseudogene"
"ENSG00000285454.1",0.637006881232715,-2.06194058814511,1.84322357856474,-1.11866005411599,0.263285192844066,NA,"ENSG00000285454","Not-Significant",NA,NA
"ENSG00000244490.1",8.69529175489478,-0.466631080701174,0.417163210477388,-1.11858157426485,0.263318687781399,0.429166832267459,"ENSG00000244490","Not-Significant","RWDD4P1","processed_pseudogene"
"ENSG00000267285.1",1.04518316154819,-1.88562804537578,1.68583370712865,-1.11851366917288,0.263347671819853,0.429194105326722,"ENSG00000267285","Not-Significant","RP5-951N9.2","sense_intronic"
"ENSG00000261192.1",4.08889821936473,0.543137251610911,0.485653864131373,1.11836287472427,0.26341204352693,0.42927904665392,"ENSG00000261192","Not-Significant","RNF126P1","transcribed_processed_pseudogene"
"ENSG00000280248.1",8.91108407226425,-0.663367350724983,0.593248801982385,-1.11819416829548,0.263484074435921,0.429336521457723,"ENSG00000280248","Not-Significant","CTD-2047H16.3","TEC"
"ENSG00000272164.1",0.79929377468529,-2.40185774657673,2.14812068491548,-1.1181204871044,0.263515537626204,NA,"ENSG00000272164","Not-Significant","RP11-180P8.5","processed_pseudogene"
